t,phi,R,N,Zmean,vZ_mean
0.133,35,5.50, 13529.0,0.015,-7.2035e-01
0.133,35,6.50, 10566.0,0.026,-1.5075e+00
0.133,35,7.50, 9171.0,0.024,-9.1278e-01
0.133,35,8.50, 7024.0,0.020,1.6872e-01
0.133,35,9.50, 5788.0,0.026,-4.9766e-02
0.133,35,10.50, 4773.0,0.020,7.4325e-01
0.133,35,11.50, 4090.0,0.012,5.1745e-01
0.133,35,12.50, 3387.0,-0.013,5.3567e-01
0.133,35,13.50, 2612.0,-0.035,1.2046e+00
0.133,35,14.50, 2139.0,-0.057,1.1439e+00
0.133,35,15.50, 1838.0,-0.092,9.0211e-01
0.143,0,5.50, 13427.0,0.004,8.4617e-02
0.143,0,6.50, 10425.0,0.011,-8.9590e-01
0.143,0,7.50, 9449.0,0.020,-1.1240e+00
0.143,0,8.50, 7113.0,0.025,9.2733e-02
0.143,0,9.50, 5920.0,0.031,4.0187e-01
0.143,0,10.50, 4827.0,0.038,1.1288e+00
0.143,0,11.50, 4035.0,0.034,1.3259e+00
0.143,0,12.50, 3365.0,0.003,1.5256e+00
0.143,0,13.50, 2688.0,-0.015,2.4745e+00
0.143,0,14.50, 2182.0,-0.043,2.4020e+00
0.143,0,15.50, 1864.0,-0.057,2.1195e+00
0.143,1,5.50, 13373.0,0.009,-3.2763e-01
0.143,1,6.50, 10688.0,0.011,-7.4508e-01
0.143,1,7.50, 8984.0,0.019,-4.2966e-01
0.143,1,8.50, 7205.0,0.026,8.4285e-01
0.143,1,9.50, 5729.0,0.029,9.0691e-01
0.143,1,10.50, 4757.0,0.023,1.5418e+00
0.143,1,11.50, 4163.0,0.005,1.4901e+00
0.143,1,12.50, 3485.0,0.007,1.9164e+00
0.143,1,13.50, 2795.0,-0.021,2.4479e+00
0.143,1,14.50, 2395.0,-0.063,2.4029e+00
0.143,1,15.50, 1748.0,-0.099,2.3786e+00
0.143,2,5.50, 13439.0,0.005,3.5829e-01
0.143,2,6.50, 10612.0,0.001,-4.8752e-01
0.143,2,7.50, 8464.0,0.018,-3.7198e-01
0.143,2,8.50, 7197.0,0.021,5.5712e-01
0.143,2,9.50, 6037.0,0.015,9.1362e-01
0.143,2,10.50, 5007.0,0.012,1.4406e+00
0.143,2,11.50, 4338.0,0.018,1.9335e+00
0.143,2,12.50, 3404.0,0.000,2.6151e+00
0.143,2,13.50, 2753.0,-0.044,2.4829e+00
0.143,2,14.50, 2303.0,-0.079,2.5421e+00
0.143,2,15.50, 1830.0,-0.116,2.2576e+00
0.143,3,5.50, 12074.0,0.003,-2.0389e-01
0.143,3,6.50, 10376.0,-0.001,-1.9107e-01
0.143,3,7.50, 9285.0,0.003,5.2551e-01
0.143,3,8.50, 7726.0,0.014,5.0920e-01
0.143,3,9.50, 5924.0,0.008,1.1861e+00
0.143,3,10.50, 5260.0,-0.001,2.0761e+00
0.143,3,11.50, 4172.0,-0.018,2.1999e+00
0.143,3,12.50, 3615.0,-0.043,2.2716e+00
0.143,3,13.50, 2935.0,-0.063,2.3737e+00
0.143,3,14.50, 2246.0,-0.099,2.1562e+00
0.143,3,15.50, 1647.0,-0.139,1.9230e+00
0.143,4,5.50, 12901.0,0.003,6.1860e-02
0.143,4,6.50, 11287.0,-0.010,8.5630e-02
0.143,4,7.50, 9304.0,0.001,2.7415e-01
0.143,4,8.50, 7348.0,0.004,6.5973e-01
0.143,4,9.50, 6605.0,-0.004,1.1507e+00
0.143,4,10.50, 5547.0,-0.010,1.9849e+00
0.143,4,11.50, 4499.0,-0.024,2.0634e+00
0.143,4,12.50, 3434.0,-0.051,2.1229e+00
0.143,4,13.50, 2708.0,-0.086,2.5169e+00
0.143,4,14.50, 2187.0,-0.125,2.2706e+00
0.143,4,15.50, 1748.0,-0.153,1.6352e+00
0.143,5,5.50, 13356.0,-0.007,9.5735e-02
0.143,5,6.50, 11308.0,-0.010,8.5968e-01
0.143,5,7.50, 8879.0,-0.004,7.9089e-01
0.143,5,8.50, 8043.0,-0.012,1.1810e+00
0.143,5,9.50, 6590.0,-0.015,1.7695e+00
0.143,5,10.50, 5416.0,-0.021,1.8683e+00
0.143,5,11.50, 4293.0,-0.055,2.0347e+00
0.143,5,12.50, 3131.0,-0.070,2.0983e+00
0.143,5,13.50, 2697.0,-0.106,2.0042e+00
0.143,5,14.50, 2241.0,-0.134,2.2277e+00
0.143,5,15.50, 1709.0,-0.179,1.9263e+00
0.143,6,5.50, 13433.0,-0.003,4.4942e-01
0.143,6,6.50, 12052.0,-0.009,6.6930e-01
0.143,6,7.50, 9795.0,-0.012,1.1796e+00
0.143,6,8.50, 8311.0,-0.021,1.6301e+00
0.143,6,9.50, 6510.0,-0.015,1.9184e+00
0.143,6,10.50, 5294.0,-0.034,1.9102e+00
0.143,6,11.50, 4112.0,-0.051,2.1778e+00
0.143,6,12.50, 3269.0,-0.076,2.0881e+00
0.143,6,13.50, 2722.0,-0.123,2.1168e+00
0.143,6,14.50, 2167.0,-0.138,2.4103e+00
0.143,6,15.50, 1711.0,-0.167,2.0958e+00
0.143,7,5.50, 14197.0,-0.003,6.1055e-01
0.143,7,6.50, 12298.0,-0.014,1.2750e+00
0.143,7,7.50, 10100.0,-0.020,1.9857e+00
0.143,7,8.50, 7942.0,-0.027,1.5230e+00
0.143,7,9.50, 6356.0,-0.036,1.8587e+00
0.143,7,10.50, 5071.0,-0.044,2.2534e+00
0.143,7,11.50, 4015.0,-0.076,2.5300e+00
0.143,7,12.50, 3297.0,-0.096,2.4101e+00
0.143,7,13.50, 2753.0,-0.127,2.2176e+00
0.143,7,14.50, 2184.0,-0.163,2.0843e+00
0.143,7,15.50, 1672.0,-0.193,1.6397e+00
0.143,8,5.50, 14087.0,-0.010,1.1524e+00
0.143,8,6.50, 11684.0,-0.013,1.4030e+00
0.143,8,7.50, 9153.0,-0.031,1.6845e+00
0.143,8,8.50, 7834.0,-0.040,1.8155e+00
0.143,8,9.50, 6110.0,-0.054,2.2144e+00
0.143,8,10.50, 4884.0,-0.060,2.3475e+00
0.143,8,11.50, 4246.0,-0.075,2.0249e+00
0.143,8,12.50, 3309.0,-0.111,2.5917e+00
0.143,8,13.50, 2609.0,-0.140,2.2051e+00
0.143,8,14.50, 2146.0,-0.141,1.6232e+00
0.143,8,15.50, 1660.0,-0.169,1.7012e+00
0.143,9,5.50, 13819.0,-0.005,1.0446e+00
0.143,9,6.50, 11421.0,-0.018,1.4746e+00
0.143,9,7.50, 9623.0,-0.032,1.6635e+00
0.143,9,8.50, 7174.0,-0.048,1.1772e+00
0.143,9,9.50, 5968.0,-0.055,1.5440e+00
0.143,9,10.50, 4777.0,-0.050,2.0470e+00
0.143,9,11.50, 3909.0,-0.076,2.4244e+00
0.143,9,12.50, 3092.0,-0.117,2.4845e+00
0.143,9,13.50, 2572.0,-0.137,2.0731e+00
0.143,9,14.50, 2118.0,-0.144,2.3042e+00
0.143,9,15.50, 1602.0,-0.159,1.4439e+00
0.143,10,5.50, 13591.0,-0.011,8.7334e-01
0.143,10,6.50, 11501.0,-0.028,1.4531e+00
0.143,10,7.50, 9423.0,-0.041,1.5315e+00
0.143,10,8.50, 7370.0,-0.046,1.6058e+00
0.143,10,9.50, 6148.0,-0.050,1.4906e+00
0.143,10,10.50, 4729.0,-0.057,1.7449e+00
0.143,10,11.50, 4210.0,-0.082,2.0290e+00
0.143,10,12.50, 3152.0,-0.095,2.3855e+00
0.143,10,13.50, 2447.0,-0.118,2.1497e+00
0.143,10,14.50, 1906.0,-0.137,1.9060e+00
0.143,10,15.50, 1563.0,-0.167,1.0976e+00
0.143,11,5.50, 13496.0,-0.018,1.1144e+00
0.143,11,6.50, 11605.0,-0.027,1.2173e+00
0.143,11,7.50, 8956.0,-0.034,1.0980e+00
0.143,11,8.50, 7621.0,-0.039,1.4398e+00
0.143,11,9.50, 5925.0,-0.050,1.0984e+00
0.143,11,10.50, 5087.0,-0.070,1.5904e+00
0.143,11,11.50, 3900.0,-0.087,1.9005e+00
0.143,11,12.50, 2980.0,-0.105,1.9845e+00
0.143,11,13.50, 2456.0,-0.121,1.6018e+00
0.143,11,14.50, 2003.0,-0.165,1.2057e+00
0.143,11,15.50, 1513.0,-0.167,1.3442e+00
0.143,12,5.50, 13957.0,-0.015,1.7372e+00
0.143,12,6.50, 11148.0,-0.034,1.2140e+00
0.143,12,7.50, 8957.0,-0.038,1.3093e+00
0.143,12,8.50, 7354.0,-0.052,1.0583e+00
0.143,12,9.50, 5924.0,-0.057,8.0392e-01
0.143,12,10.50, 4684.0,-0.068,1.4030e+00
0.143,12,11.50, 3472.0,-0.093,2.2503e+00
0.143,12,12.50, 3143.0,-0.121,1.4020e+00
0.143,12,13.50, 2366.0,-0.167,1.0691e+00
0.143,12,14.50, 1735.0,-0.176,1.2747e+00
0.143,12,15.50, 1351.0,-0.188,7.5125e-01
0.143,13,5.50, 13966.0,-0.017,1.0581e+00
0.143,13,6.50, 11217.0,-0.025,1.0604e+00
0.143,13,7.50, 9179.0,-0.039,1.0709e+00
0.143,13,8.50, 7008.0,-0.047,1.1023e+00
0.143,13,9.50, 6006.0,-0.056,1.2104e+00
0.143,13,10.50, 4560.0,-0.072,1.2853e+00
0.143,13,11.50, 3659.0,-0.107,1.2551e+00
0.143,13,12.50, 3009.0,-0.138,1.0009e+00
0.143,13,13.50, 2258.0,-0.148,6.4461e-01
0.143,13,14.50, 1824.0,-0.160,3.7171e-01
0.143,13,15.50, 1434.0,-0.174,8.1592e-01
0.143,14,5.50, 13973.0,-0.012,9.4303e-01
0.143,14,6.50, 11136.0,-0.027,1.0764e+00
0.143,14,7.50, 8476.0,-0.033,1.4755e+00
0.143,14,8.50, 7080.0,-0.046,1.0189e+00
0.143,14,9.50, 5596.0,-0.064,9.2418e-01
0.143,14,10.50, 4570.0,-0.086,1.1052e+00
0.143,14,11.50, 3755.0,-0.112,1.0626e+00
0.143,14,12.50, 2815.0,-0.132,6.7058e-01
0.143,14,13.50, 2248.0,-0.151,-6.4804e-03
0.143,14,14.50, 1846.0,-0.142,-1.1181e-01
0.143,14,15.50, 1404.0,-0.162,-5.0965e-01
0.143,15,5.50, 13534.0,-0.011,1.0471e+00
0.143,15,6.50, 10721.0,-0.029,7.6207e-01
0.143,15,7.50, 8146.0,-0.037,8.3159e-01
0.143,15,8.50, 7162.0,-0.057,3.0266e-01
0.143,15,9.50, 5819.0,-0.075,8.2613e-01
0.143,15,10.50, 4688.0,-0.097,9.7894e-01
0.143,15,11.50, 3540.0,-0.114,1.4480e-01
0.143,15,12.50, 2972.0,-0.131,-3.7262e-01
0.143,15,13.50, 2252.0,-0.153,-1.1549e+00
0.143,15,14.50, 1786.0,-0.153,-1.4345e+00
0.143,15,15.50, 1394.0,-0.180,-1.0517e+00
0.143,16,5.50, 12692.0,-0.009,1.0499e+00
0.143,16,6.50, 10567.0,-0.027,8.7743e-01
0.143,16,7.50, 9005.0,-0.042,3.9764e-01
0.143,16,8.50, 7494.0,-0.060,4.2449e-02
0.143,16,9.50, 5384.0,-0.074,6.1881e-01
0.143,16,10.50, 4345.0,-0.099,-4.9442e-02
0.143,16,11.50, 3836.0,-0.119,-5.6177e-01
0.143,16,12.50, 3054.0,-0.146,-1.6959e+00
0.143,16,13.50, 2278.0,-0.166,-2.1267e+00
0.143,16,14.50, 1772.0,-0.165,-2.4361e+00
0.143,16,15.50, 1359.0,-0.190,-2.2765e+00
0.143,17,5.50, 13069.0,-0.010,3.5938e-01
0.143,17,6.50, 10807.0,-0.029,8.3059e-02
0.143,17,7.50, 9481.0,-0.043,9.5797e-03
0.143,17,8.50, 7291.0,-0.049,-7.6010e-02
0.143,17,9.50, 5199.0,-0.087,9.2912e-03
0.143,17,10.50, 4621.0,-0.122,-1.3830e+00
0.143,17,11.50, 3666.0,-0.135,-1.9946e+00
0.143,17,12.50, 2962.0,-0.151,-3.3446e+00
0.143,17,13.50, 2355.0,-0.187,-4.1540e+00
0.143,17,14.50, 1808.0,-0.191,-4.2426e+00
0.143,17,15.50, 1480.0,-0.217,-4.3355e+00
0.143,18,5.50, 13467.0,-0.019,1.2900e-01
0.143,18,6.50, 11055.0,-0.030,1.5169e-01
0.143,18,7.50, 8873.0,-0.042,-3.4113e-01
0.143,18,8.50, 6748.0,-0.066,-6.4872e-01
0.143,18,9.50, 5723.0,-0.101,-9.5613e-01
0.143,18,10.50, 4859.0,-0.135,-2.1141e+00
0.143,18,11.50, 3701.0,-0.166,-3.8273e+00
0.143,18,12.50, 3258.0,-0.191,-4.8720e+00
0.143,18,13.50, 2349.0,-0.215,-5.6779e+00
0.143,18,14.50, 1995.0,-0.235,-6.6347e+00
0.143,18,15.50, 1426.0,-0.238,-6.8888e+00
0.143,19,5.50, 13730.0,-0.016,4.4204e-01
0.143,19,6.50, 11212.0,-0.039,-4.5084e-01
0.143,19,7.50, 8736.0,-0.045,-6.6355e-01
0.143,19,8.50, 6757.0,-0.076,-1.1449e+00
0.143,19,9.50, 6150.0,-0.103,-1.6075e+00
0.143,19,10.50, 4701.0,-0.156,-3.0521e+00
0.143,19,11.50, 3859.0,-0.184,-5.2829e+00
0.143,19,12.50, 3126.0,-0.227,-6.6097e+00
0.143,19,13.50, 2682.0,-0.255,-7.6963e+00
0.143,19,14.50, 1916.0,-0.284,-8.9479e+00
0.143,19,15.50, 1625.0,-0.316,-1.0101e+01
0.143,20,5.50, 14021.0,-0.019,-2.9142e-01
0.143,20,6.50, 11000.0,-0.032,-7.6161e-02
0.143,20,7.50, 8047.0,-0.054,-1.1333e+00
0.143,20,8.50, 7213.0,-0.080,-1.2669e+00
0.143,20,9.50, 6474.0,-0.120,-2.2267e+00
0.143,20,10.50, 4882.0,-0.162,-4.0128e+00
0.143,20,11.50, 4228.0,-0.207,-6.2711e+00
0.143,20,12.50, 3445.0,-0.240,-7.3220e+00
0.143,20,13.50, 2863.0,-0.295,-9.6255e+00
0.143,20,14.50, 2317.0,-0.354,-1.1184e+01
0.143,20,15.50, 1855.0,-0.422,-1.3231e+01
0.143,21,5.50, 13664.0,-0.021,2.3735e-01
0.143,21,6.50, 10680.0,-0.041,-6.1210e-01
0.143,21,7.50, 8273.0,-0.063,-1.0038e+00
0.143,21,8.50, 7910.0,-0.082,-1.7521e+00
0.143,21,9.50, 6174.0,-0.123,-2.7298e+00
0.143,21,10.50, 5261.0,-0.162,-4.3315e+00
0.143,21,11.50, 4371.0,-0.198,-6.0868e+00
0.143,21,12.50, 3659.0,-0.234,-7.5513e+00
0.143,21,13.50, 2956.0,-0.271,-9.4305e+00
0.143,21,14.50, 2565.0,-0.336,-1.1084e+01
0.143,21,15.50, 2173.0,-0.377,-1.3419e+01
0.143,22,5.50, 13332.0,-0.026,3.1033e-01
0.143,22,6.50, 9990.0,-0.042,-4.7699e-01
0.143,22,7.50, 9015.0,-0.053,-1.1725e+00
0.143,22,8.50, 8056.0,-0.079,-1.7946e+00
0.143,22,9.50, 6463.0,-0.111,-2.3033e+00
0.143,22,10.50, 5342.0,-0.145,-4.3647e+00
0.143,22,11.50, 4598.0,-0.146,-5.5557e+00
0.143,22,12.50, 3715.0,-0.147,-6.4186e+00
0.143,22,13.50, 3292.0,-0.133,-7.1641e+00
0.143,22,14.50, 2972.0,-0.034,-6.8199e+00
0.143,22,15.50, 3456.0,0.304,-3.0645e+00
0.143,23,5.50, 12800.0,-0.023,-5.5980e-01
0.143,23,6.50, 10628.0,-0.028,-7.1859e-01
0.143,23,7.50, 9739.0,-0.034,-6.3054e-01
0.143,23,8.50, 7682.0,-0.049,-1.2639e+00
0.143,23,9.50, 6393.0,-0.076,-2.4683e+00
0.143,23,10.50, 5722.0,-0.070,-3.4724e+00
0.143,23,11.50, 4741.0,-0.035,-3.8193e+00
0.143,23,12.50, 3973.0,0.049,-3.8560e+00
0.143,23,13.50, 3570.0,0.236,-3.1606e+00
0.143,23,14.50, 3122.0,0.569,2.4310e-01
0.143,23,15.50, 2514.0,1.060,4.7022e+00
0.143,24,5.50, 13115.0,-0.019,-3.5678e-01
0.143,24,6.50, 11750.0,-0.022,-6.7874e-01
0.143,24,7.50, 9790.0,-0.022,-1.2592e+00
0.143,24,8.50, 7758.0,-0.023,-9.9236e-01
0.143,24,9.50, 6689.0,-0.022,-2.2038e+00
0.143,24,10.50, 5778.0,0.019,-2.4586e+00
0.143,24,11.50, 4686.0,0.124,-2.4620e+00
0.143,24,12.50, 3851.0,0.298,-1.8267e+00
0.143,24,13.50, 3248.0,0.549,6.7754e-01
0.143,24,14.50, 2299.0,0.842,3.0154e+00
0.143,24,15.50, 1324.0,1.043,5.6848e+00
0.143,25,5.50, 14347.0,-0.014,-4.3770e-02
0.143,25,6.50, 12373.0,-0.013,-2.2589e-01
0.143,25,7.50, 9472.0,0.001,-8.3860e-01
0.143,25,8.50, 8346.0,0.015,-7.6984e-01
0.143,25,9.50, 6744.0,0.046,-1.0158e+00
0.143,25,10.50, 5596.0,0.137,-1.7516e+00
0.143,25,11.50, 4403.0,0.280,-1.7186e+00
0.143,25,12.50, 3530.0,0.462,-1.5472e-01
0.143,25,13.50, 2551.0,0.654,1.2497e+00
0.143,25,14.50, 1730.0,0.815,2.8604e+00
0.143,25,15.50, 1309.0,0.831,3.9661e+00
0.143,26,5.50, 14845.0,-0.009,-1.7097e-01
0.143,26,6.50, 12187.0,-0.006,-6.1547e-01
0.143,26,7.50, 9549.0,0.008,-1.2725e+00
0.143,26,8.50, 8085.0,0.046,-1.2624e+00
0.143,26,9.50, 6536.0,0.118,-1.2665e+00
0.143,26,10.50, 5059.0,0.224,-1.2876e+00
0.143,26,11.50, 4126.0,0.354,-1.0735e+00
0.143,26,12.50, 3075.0,0.501,9.2301e-02
0.143,26,13.50, 2213.0,0.599,9.4836e-01
0.143,26,14.50, 1703.0,0.644,2.0110e+00
0.143,26,15.50, 1249.0,0.631,3.3674e+00
0.143,27,5.50, 14244.0,-0.010,-8.9806e-02
0.143,27,6.50, 11649.0,0.001,-8.4054e-01
0.143,27,7.50, 9680.0,0.028,-1.1540e+00
0.143,27,8.50, 8031.0,0.077,-1.4514e+00
0.143,27,9.50, 6013.0,0.158,-1.6483e+00
0.143,27,10.50, 4638.0,0.267,-1.1636e+00
0.143,27,11.50, 3688.0,0.356,-7.5668e-01
0.143,27,12.50, 2786.0,0.445,-1.5285e-02
0.143,27,13.50, 2079.0,0.498,7.7658e-01
0.143,27,14.50, 1701.0,0.483,1.8667e+00
0.143,27,15.50, 1256.0,0.468,2.2748e+00
0.143,28,5.50, 13713.0,-0.006,-2.0904e-01
0.143,28,6.50, 11396.0,0.005,-9.4792e-01
0.143,28,7.50, 9579.0,0.053,-1.1768e+00
0.143,28,8.50, 7177.0,0.105,-1.3695e+00
0.143,28,9.50, 5730.0,0.186,-1.8500e+00
0.143,28,10.50, 4429.0,0.263,-1.5990e+00
0.143,28,11.50, 3697.0,0.344,-8.3117e-01
0.143,28,12.50, 2818.0,0.370,-4.2237e-01
0.143,28,13.50, 2154.0,0.388,7.2603e-01
0.143,28,14.50, 1659.0,0.368,1.5651e+00
0.143,28,15.50, 1382.0,0.317,2.1655e+00
0.143,29,5.50, 14163.0,-0.003,-4.0459e-02
0.143,29,6.50, 10880.0,0.019,-9.1858e-01
0.143,29,7.50, 9227.0,0.060,-1.8613e+00
0.143,29,8.50, 7002.0,0.121,-1.9496e+00
0.143,29,9.50, 5551.0,0.183,-1.9194e+00
0.143,29,10.50, 4853.0,0.229,-1.4299e+00
0.143,29,11.50, 3461.0,0.278,-1.1817e+00
0.143,29,12.50, 2819.0,0.299,-5.0415e-01
0.143,29,13.50, 2328.0,0.308,5.2578e-02
0.143,29,14.50, 1717.0,0.286,1.3659e+00
0.143,29,15.50, 1290.0,0.236,1.7239e+00
0.143,30,5.50, 13473.0,0.007,-1.5844e-01
0.143,30,6.50, 11105.0,0.028,-1.2654e+00
0.143,30,7.50, 8662.0,0.079,-1.9465e+00
0.143,30,8.50, 6875.0,0.114,-1.8261e+00
0.143,30,9.50, 5743.0,0.154,-1.8776e+00
0.143,30,10.50, 4370.0,0.183,-1.5337e+00
0.143,30,11.50, 3642.0,0.213,-7.9363e-01
0.143,30,12.50, 2840.0,0.243,-2.0966e-02
0.143,30,13.50, 2204.0,0.227,8.3405e-01
0.143,30,14.50, 1707.0,0.197,1.0933e+00
0.143,30,15.50, 1364.0,0.169,1.2346e+00
0.143,31,5.50, 13219.0,0.014,-7.6569e-02
0.143,31,6.50, 11066.0,0.036,-1.1776e+00
0.143,31,7.50, 8729.0,0.085,-1.6721e+00
0.143,31,8.50, 6856.0,0.100,-2.4350e+00
0.143,31,9.50, 5251.0,0.122,-2.2043e+00
0.143,31,10.50, 4411.0,0.150,-1.5130e+00
0.143,31,11.50, 3784.0,0.163,-6.6476e-01
0.143,31,12.50, 2912.0,0.158,-3.3994e-01
0.143,31,13.50, 2176.0,0.165,6.4945e-01
0.143,31,14.50, 1764.0,0.127,9.1416e-01
0.143,31,15.50, 1405.0,0.081,1.6342e+00
0.143,32,5.50, 12978.0,0.016,-2.0800e-01
0.143,32,6.50, 11033.0,0.040,-1.6925e+00
0.143,32,7.50, 8446.0,0.066,-1.6875e+00
0.143,32,8.50, 6582.0,0.087,-2.1330e+00
0.143,32,9.50, 5501.0,0.105,-1.6762e+00
0.143,32,10.50, 4604.0,0.111,-1.0491e+00
0.143,32,11.50, 3601.0,0.117,-7.2824e-01
0.143,32,12.50, 2840.0,0.117,-8.9969e-02
0.143,32,13.50, 2497.0,0.096,8.1809e-01
0.143,32,14.50, 1850.0,0.080,1.4830e+00
0.143,32,15.50, 1531.0,0.061,1.6089e+00
0.143,33,5.50, 13464.0,0.013,-4.9805e-01
0.143,33,6.50, 11316.0,0.028,-1.6962e+00
0.143,33,7.50, 7976.0,0.046,-1.7125e+00
0.143,33,8.50, 7209.0,0.062,-1.5394e+00
0.143,33,9.50, 5881.0,0.084,-1.1939e+00
0.143,33,10.50, 4807.0,0.091,-5.5506e-01
0.143,33,11.50, 3740.0,0.084,-4.8673e-01
0.143,33,12.50, 3087.0,0.076,5.1044e-01
0.143,33,13.50, 2543.0,0.067,1.4382e+00
0.143,33,14.50, 1982.0,0.043,1.9021e+00
0.143,33,15.50, 1606.0,0.000,2.0445e+00
0.143,34,5.50, 14063.0,0.011,-9.5416e-01
0.143,34,6.50, 10723.0,0.012,-1.4930e+00
0.143,34,7.50, 8368.0,0.036,-9.3255e-01
0.143,34,8.50, 7321.0,0.048,-1.0448e+00
0.143,34,9.50, 5876.0,0.059,-3.4127e-01
0.143,34,10.50, 4801.0,0.070,-2.1525e-01
0.143,34,11.50, 3655.0,0.061,5.1405e-01
0.143,34,12.50, 3275.0,0.070,1.3653e+00
0.143,34,13.50, 2691.0,0.047,2.0513e+00
0.143,34,14.50, 2056.0,0.018,2.4238e+00
0.143,34,15.50, 1736.0,-0.015,2.1051e+00
0.143,35,5.50, 13625.0,0.010,1.7980e-01
0.143,35,6.50, 10057.0,0.012,-1.2229e+00
0.143,35,7.50, 8680.0,0.027,-1.1094e+00
0.143,35,8.50, 7236.0,0.041,-5.4720e-01
0.143,35,9.50, 5761.0,0.052,5.2614e-02
0.143,35,10.50, 4561.0,0.047,8.3335e-01
0.143,35,11.50, 3883.0,0.047,1.2038e+00
0.143,35,12.50, 3130.0,0.043,1.7509e+00
0.143,35,13.50, 2583.0,0.018,2.3730e+00
0.143,35,14.50, 2193.0,-0.022,2.2190e+00
0.143,35,15.50, 1732.0,-0.038,2.2503e+00
0.152,0,5.50, 13430.0,0.009,-6.9332e-02
0.152,0,6.50, 10745.0,0.005,-6.1607e-01
0.152,0,7.50, 8288.0,0.026,-9.2447e-01
0.152,0,8.50, 7376.0,0.031,-2.4221e-01
0.152,0,9.50, 5780.0,0.056,1.6149e-01
0.152,0,10.50, 4581.0,0.051,7.6843e-01
0.152,0,11.50, 3806.0,0.068,1.5139e+00
0.152,0,12.50, 3268.0,0.062,2.1588e+00
0.152,0,13.50, 2635.0,0.042,2.6963e+00
0.152,0,14.50, 2234.0,0.004,2.7191e+00
0.152,0,15.50, 1824.0,-0.019,2.9428e+00
0.152,1,5.50, 13457.0,0.011,4.2161e-01
0.152,1,6.50, 10222.0,0.001,-5.6702e-01
0.152,1,7.50, 8833.0,0.014,-7.8264e-01
0.152,1,8.50, 7326.0,0.031,1.7013e-01
0.152,1,9.50, 5795.0,0.047,1.0659e+00
0.152,1,10.50, 4850.0,0.055,1.1999e+00
0.152,1,11.50, 4088.0,0.052,1.7287e+00
0.152,1,12.50, 3358.0,0.024,2.3729e+00
0.152,1,13.50, 2735.0,0.019,2.8069e+00
0.152,1,14.50, 2274.0,-0.008,3.2253e+00
0.152,1,15.50, 1880.0,-0.036,2.9706e+00
0.152,2,5.50, 13186.0,0.010,4.7927e-01
0.152,2,6.50, 10721.0,0.002,-3.2421e-01
0.152,2,7.50, 9407.0,0.009,-4.6197e-01
0.152,2,8.50, 7406.0,0.028,9.4036e-01
0.152,2,9.50, 5922.0,0.047,1.1463e+00
0.152,2,10.50, 4825.0,0.039,1.7832e+00
0.152,2,11.50, 4181.0,0.027,2.0212e+00
0.152,2,12.50, 3572.0,0.027,2.4752e+00
0.152,2,13.50, 2831.0,0.008,3.2696e+00
0.152,2,14.50, 2368.0,-0.025,3.3725e+00
0.152,2,15.50, 1808.0,-0.078,3.3159e+00
0.152,3,5.50, 13203.0,0.006,5.7765e-01
0.152,3,6.50, 11048.0,0.004,-2.9416e-01
0.152,3,7.50, 8760.0,0.017,3.5247e-02
0.152,3,8.50, 7186.0,0.033,7.8999e-01
0.152,3,9.50, 5941.0,0.034,1.2514e+00
0.152,3,10.50, 4930.0,0.035,1.5090e+00
0.152,3,11.50, 4378.0,0.033,2.2645e+00
0.152,3,12.50, 3508.0,0.030,2.7744e+00
0.152,3,13.50, 2762.0,-0.013,3.2030e+00
0.152,3,14.50, 2357.0,-0.046,3.2377e+00
0.152,3,15.50, 1871.0,-0.083,3.2600e+00
0.152,4,5.50, 13750.0,0.008,-2.1702e-02
0.152,4,6.50, 10607.0,-0.001,1.6991e-01
0.152,4,7.50, 8662.0,0.014,3.0492e-01
0.152,4,8.50, 7614.0,0.025,9.5027e-01
0.152,4,9.50, 6262.0,0.022,1.6062e+00
0.152,4,10.50, 5168.0,0.019,2.2063e+00
0.152,4,11.50, 4270.0,0.007,2.5695e+00
0.152,4,12.50, 3622.0,-0.021,2.8299e+00
0.152,4,13.50, 2973.0,-0.033,3.1822e+00
0.152,4,14.50, 2278.0,-0.079,2.8757e+00
0.152,4,15.50, 1723.0,-0.109,2.9475e+00
0.152,5,5.50, 12652.0,0.004,2.4342e-01
0.152,5,6.50, 10206.0,-0.005,1.1450e-01
0.152,5,7.50, 9597.0,0.008,8.5170e-01
0.152,5,8.50, 7750.0,0.019,5.8574e-01
0.152,5,9.50, 6264.0,0.011,1.4445e+00
0.152,5,10.50, 5657.0,0.012,2.2675e+00
0.152,5,11.50, 4521.0,-0.003,2.6557e+00
0.152,5,12.50, 3493.0,-0.028,3.0002e+00
0.152,5,13.50, 2738.0,-0.054,3.3133e+00
0.152,5,14.50, 2167.0,-0.100,3.1649e+00
0.152,5,15.50, 1729.0,-0.133,2.5304e+00
0.152,6,5.50, 12884.0,0.000,1.0836e-01
0.152,6,6.50, 11337.0,-0.011,3.4991e-01
0.152,6,7.50, 9530.0,0.000,2.0102e-01
0.152,6,8.50, 7724.0,0.007,8.3325e-01
0.152,6,9.50, 6885.0,0.002,1.9420e+00
0.152,6,10.50, 5504.0,-0.002,2.2052e+00
0.152,6,11.50, 4395.0,-0.020,2.8181e+00
0.152,6,12.50, 3083.0,-0.037,3.1571e+00
0.152,6,13.50, 2700.0,-0.078,2.7208e+00
